"","ssp","drought_stress","insect_risk","disease_risk","photosynhthesis_day","risk_rain","yday_speargrowth","yday_harvest_star","accumulated_chill","frost_risk","diurnal_risk","rainharvest_risk","heatharvest_risk","Tsoil_mean","id"
"ssp126--ACCESS-CM2--2075--2097","ssp126",0.3,0.28,0,93,0.1,55,61,76.44,0.1,0.1,0.3,0.1,19.5031508319647,197
"ssp126--ACCESS-CM2--2075--2098","ssp126",0.22,0.64,0,92,0,53,59,81.23,0.3,0.2,0.4,0.35,19.8882720360669,198
"ssp126--ACCESS-CM2--2075--2099","ssp126",0.43,0.51,0,94,0,64,70,91.51,0.1,0.2,0.1,0.2,19.8437184215295,199
"ssp126--ACCESS-CM2--2075--2100","ssp126",0.27,0.14,0,91,0.1,57,63,79.63,0.7,0.2,0,0.05,20.4929779588108,200
"ssp126--AWI-CM-1-1-MR--2075--2001","ssp126",0.36,0.1,0,88,0.3,47,53,72.67,0.6,0.1,0.1,0.25,18.8608995462328,201
"ssp126--AWI-CM-1-1-MR--2075--2002","ssp126",0.33,0.26,0,90,0.1,51,57,76.38,0.2,0.1,0.2,0.05,19.5651429779735,202
"ssp126--AWI-CM-1-1-MR--2075--2003","ssp126",0.12,0,0.2,89,0.1,62,68,91.78,0.1,0,0.4,0.05,19.5367239727241,203
"ssp126--AWI-CM-1-1-MR--2075--2004","ssp126",0.46,0.27,0,88,0.1,59,65,83.38,0.5,0,0,0,19.2758300860977,204
"ssp126--AWI-CM-1-1-MR--2075--2005","ssp126",0.12,0.2,0,92,0.1,53,59,77.66,0.3,0,0,0.1,19.0424511367421,205
"ssp126--AWI-CM-1-1-MR--2075--2006","ssp126",0.24,0.32,0,103,0.3,51,57,79.61,0.5,0.1,0.5,0.2,19.4848952868691,206
"ssp126--AWI-CM-1-1-MR--2075--2007","ssp126",0.18,0,0,86,0.2,65,71,86.28,0.2,0.1,0.3,0,20.205216360623,207
"ssp126--AWI-CM-1-1-MR--2075--2008","ssp126",0.41,0.4,0,78,0.6,51,57,78.93,0.3,0,0.4,0.4,20.4246527541635,208
"ssp126--AWI-CM-1-1-MR--2075--2009","ssp126",0.19,0.46,0,90,0.5,63,69,92.84,0,0.1,0.1,0.1,21.2303292732515,209
"ssp126--AWI-CM-1-1-MR--2075--2010","ssp126",0.5,0.1,0,91,0.2,88,100,109.5,0,0,0.1,0,20.2351447581032,210
"ssp126--AWI-CM-1-1-MR--2075--2011","ssp126",0.28,0.25,0,75,0,55,73,75.34,0,0.1,0,0.2,20.683024744305,211
"ssp126--AWI-CM-1-1-MR--2075--2012","ssp126",0.21,0.14,0,103,0.1,61,67,88.54,0.6,0.1,0.2,0.1,18.5483019513957,212
"ssp126--AWI-CM-1-1-MR--2075--2013","ssp126",0.47,0.28,0,80,0.3,63,69,73.95,0.8,0,0.1,0,17.7496235455904,213
"ssp126--AWI-CM-1-1-MR--2075--2014","ssp126",0.2,0.1,0,77,0.1,51,57,77.44,0.7,0,0.1,0.3,17.8176717834711,214
"ssp126--AWI-CM-1-1-MR--2075--2015","ssp126",0.46,0.11,0,85,0.9,57,63,76.73,0.1,0,0.3,0.05,18.7807420120767,215
"ssp126--AWI-CM-1-1-MR--2075--2016","ssp126",0.2,0.22,0,107,0.2,49,55,71.3,0.3,0.1,0.3,0.2,19.2073248627207,216
"ssp126--AWI-CM-1-1-MR--2075--2017","ssp126",0.18,0.3,0,91,0.2,53,73,76.45,0.4,0,0.1,0.05,20.2142539755295,217
"ssp126--AWI-CM-1-1-MR--2075--2018","ssp126",0.1,0.77,0,107,0,56,62,83.37,0,0,0.4,0,19.861577569847,218
"ssp126--AWI-CM-1-1-MR--2075--2019","ssp126",0.17,0.33,0,92,0.2,55,61,82.7,0.6,0.1,0.1,0,19.4056521618326,219
"ssp126--AWI-CM-1-1-MR--2075--2020","ssp126",0.34,0.1,0,73,0.25,51,74,79.71,0.3,0,0.1,0.1,20.7869859686458,220
"ssp126--AWI-CM-1-1-MR--2075--2021","ssp126",0.21,0.15,0,94,0.2,63,69,76.29,0.2,0,0.3,0.15,20.8597962845254,221
"ssp126--AWI-CM-1-1-MR--2075--2022","ssp126",0.18,0.3,0,101,0.1,71,77,95.94,0.3,0,0.1,0.3,20.383092103855,222
"ssp126--AWI-CM-1-1-MR--2075--2023","ssp126",0.42,0.2,0,95,0,45,51,75.26,0.4,0,0.3,0.05,19.2686970073008,223
"ssp126--AWI-CM-1-1-MR--2075--2024","ssp126",0.26,0.37,0,97,0,47,53,78.39,0,0,0.3,0,19.495501884933,224
"ssp126--AWI-CM-1-1-MR--2075--2025","ssp126",0.11,0.38,0,94,0,56,64,72.07,0.6,0.1,0.1,0.25,20.7722024129128,225
"ssp126--AWI-CM-1-1-MR--2075--2026","ssp126",0.34,0.11,0,106,0.3,55,61,85.38,0.2,0.1,0.1,0.1,20.9687071577875,226
"ssp126--AWI-CM-1-1-MR--2075--2027","ssp126",0.14,0.13,0,72,0.1,66,72,88.82,0,0.1,0.2,0.25,20.5598249061172,227
"ssp126--AWI-CM-1-1-MR--2075--2028","ssp126",0.51,0.36,0,99,0.2,54,67,79.69,0,0,0.2,0.15,20.4195831086722,228
"ssp126--AWI-CM-1-1-MR--2075--2029","ssp126",0.3,0.53,0.25,75,0.3,48,54,76.67,0.4,0,0.2,0.15,19.1879377025754,229
"ssp126--AWI-CM-1-1-MR--2075--2030","ssp126",0.15,0.24,0,96,0.2,47,53,74.72,0,0.3,0.3,0.4,19.4973289403858,230
"ssp126--AWI-CM-1-1-MR--2075--2031","ssp126",0.33,0.27,0,91,0.1,48,54,78.95,0.6,0,0.1,0,17.1864770753165,231
"ssp126--AWI-CM-1-1-MR--2075--2032","ssp126",0.47,0.12,0.2,86,0.1,59,65,82.28,0,0,0.1,0,19.8274755981402,232
"ssp126--AWI-CM-1-1-MR--2075--2033","ssp126",0.25,0.3,0,93,0.1,68,74,86.92,0.3,0,0,0,18.4687461217809,233
"ssp126--AWI-CM-1-1-MR--2075--2034","ssp126",0.29,0.13,0,90,0.1,53,59,73,0.3,0,0,0.5,20.4932672324061,234
"ssp126--AWI-CM-1-1-MR--2075--2035","ssp126",0.25,0.32,0,95,0.3,54,60,80.95,0.8,0.1,0,0.1,18.3519614720534,235
"ssp126--AWI-CM-1-1-MR--2075--2036","ssp126",0.11,0.33,0,85,0.6,62,68,86.03,0.1,0,0.1,0.05,18.9421561749252,236
"ssp126--AWI-CM-1-1-MR--2075--2037","ssp126",0.06,0.11,0.2,88,0.7,75,81,95.09,0.2,0.1,0.1,0.25,20.1477856398809,237
"ssp126--AWI-CM-1-1-MR--2075--2038","ssp126",0.49,0.27,0,96,0.4,44,50,76.69,0,0.1,0.2,0,18.3149242207362,238
"ssp126--AWI-CM-1-1-MR--2075--2039","ssp126",0.39,0.3,0,95,0,57,63,85.61,0.4,0.1,0.3,0.45,19.4170880206319,239
"ssp126--AWI-CM-1-1-MR--2075--2040","ssp126",0.12,0.37,0,86,0.1,49,55,79.09,0.9,0,0,0.1,18.4440109050131,240
"ssp126--AWI-CM-1-1-MR--2075--2041","ssp126",0.29,0.44,0,109,0.1,54,60,80.7,0.3,0,0,0.1,19.2608200838658,241
"ssp126--AWI-CM-1-1-MR--2075--2042","ssp126",0.3,0,0,102,0.2,57,63,82.89,0,0.2,0.4,0.05,19.5079051925148,242
"ssp126--AWI-CM-1-1-MR--2075--2043","ssp126",0.29,0.38,0,96,0.2,57,82,88.18,0,0,0.1,0.15,20.7198568043492,243
"ssp126--AWI-CM-1-1-MR--2075--2044","ssp126",0.42,0.12,0,97,0.3,72,78,88.47,0.2,0,0.2,0.1,20.1793809014928,244
"ssp126--AWI-CM-1-1-MR--2075--2045","ssp126",0.21,0.37,0,108,0.3,60,75,82.72,0,0,0.2,0.05,19.7897485244368,245
"ssp126--AWI-CM-1-1-MR--2075--2046","ssp126",0.37,0.53,0,100,0.8,58,64,79.51,0,0,0.1,0.1,20.7887423815332,246
"ssp126--AWI-CM-1-1-MR--2075--2047","ssp126",0.3,0.45,0,89,0.5,67,77,93.28,0.4,0.1,0.3,0.05,19.8362518990057,247
"ssp126--AWI-CM-1-1-MR--2075--2048","ssp126",0.38,0.29,0,84,0.2,59,65,85.09,0,0,0.3,0.2,20.1675331668829,248
"ssp126--AWI-CM-1-1-MR--2075--2049","ssp126",0.06,0.15,0,83,0,62,68,86.5,0.1,0,0.2,0.05,21.1785078237376,249
"ssp126--AWI-CM-1-1-MR--2075--2050","ssp126",0.29,0,0,79,0.4,51,65,72.4,0.2,0,0.1,0,17.8816718231558,250
"ssp126--AWI-CM-1-1-MR--2075--2051","ssp126",0.31,0.22,0,90,0.1,53,59,78.61,0.1,0,0.1,0.15,19.4236190130189,251
"ssp126--AWI-CM-1-1-MR--2075--2052","ssp126",0,0.13,0,86,0,49,55,79.15,0,0,0.2,0,18.7947946245187,252
"ssp126--AWI-CM-1-1-MR--2075--2053","ssp126",0.15,0,0.3,105,0.1,58,64,83.77,0.1,0,0.2,0.05,19.3358483797002,253
"ssp126--AWI-CM-1-1-MR--2075--2054","ssp126",0.16,0.26,0,83,0.3,57,63,83.92,0,0,0.2,0.3,20.099817431616,254
"ssp126--AWI-CM-1-1-MR--2075--2055","ssp126",0.29,0.11,0,80,0.2,57,63,77.72,0,0.1,0.1,0.1,19.7853424825256,255
"ssp126--AWI-CM-1-1-MR--2075--2056","ssp126",0.28,0.13,0,103,0,77,83,95.55,0,0.1,0,0,20.3698718930745,256
"ssp126--AWI-CM-1-1-MR--2075--2057","ssp126",0.36,0.12,0,103,0.3,55,64,85.49,0.5,0.3,0.1,0.05,19.772997733775,257
"ssp126--AWI-CM-1-1-MR--2075--2058","ssp126",0.2,0.11,0,82,0.3,71,77,91.52,0,0.2,0.1,0.05,20.2445670211353,258
"ssp126--AWI-CM-1-1-MR--2075--2059","ssp126",0.15,0.31,0,94,0.1,62,68,84.94,0,0,0.2,0,19.8624482379601,259
"ssp126--AWI-CM-1-1-MR--2075--2060","ssp126",0.38,0.28,0,94,0.1,66,73,84.08,0,0,0,0.1,20.124278535945,260
"ssp126--AWI-CM-1-1-MR--2075--2061","ssp126",0.33,0.27,0,82,0.1,68,76,87.62,0.2,0,0.3,0.1,19.3671716444875,261
"ssp126--AWI-CM-1-1-MR--2075--2062","ssp126",0.31,0.27,0,70,0.4,47,53,75.33,0.4,0,0.1,0,18.4008602750119,262
"ssp126--AWI-CM-1-1-MR--2075--2063","ssp126",0.24,0.11,0,91,0.1,60,66,81.11,0,0.3,0.5,0.4,20.6043281515835,263
"ssp126--AWI-CM-1-1-MR--2075--2064","ssp126",0.3,0.44,0,95,0.2,51,57,81.36,0.7,0,0.2,0,19.6649235067237,264
"ssp126--AWI-CM-1-1-MR--2075--2065","ssp126",0.26,0.24,0,69,0.2,52,63,86.17,0,0.1,0.2,0,19.6321590211098,265
"ssp126--AWI-CM-1-1-MR--2075--2066","ssp126",0.21,0.64,0,89,0.2,74,80,93.45,0.1,0.1,0.2,0,22.0719494577527,266
"ssp126--AWI-CM-1-1-MR--2075--2067","ssp126",0.24,0.33,0,85,0.1,64,70,88.95,0.1,0,0.3,0,19.6170290692629,267
"ssp126--AWI-CM-1-1-MR--2075--2068","ssp126",0.39,0.41,0,91,0.2,67,73,90.47,0.4,0.2,0.3,0,19.6902421537252,268
"ssp126--AWI-CM-1-1-MR--2075--2069","ssp126",0.19,0.34,0,94,0.2,69,75,93.26,0,0,0.2,0.2,21.0495941815647,269
"ssp126--AWI-CM-1-1-MR--2075--2070","ssp126",0.23,0.35,0,99,0.1,54,60,80.15,0.8,0,0.2,0.1,19.1516040357213,270
"ssp126--AWI-CM-1-1-MR--2075--2071","ssp126",0.17,0.32,0,85,0.3,53,59,77.38,0,0,0.2,0.05,18.3851591445283,271
"ssp126--AWI-CM-1-1-MR--2075--2072","ssp126",0.06,0.11,0,90,0.2,59,65,84.15,0.2,0,0.2,0,19.4440773990803,272
"ssp126--AWI-CM-1-1-MR--2075--2073","ssp126",0.38,0.13,0,89,0.2,75,81,85.1,0,0.1,0.5,0.05,21.7982578020081,273
"ssp126--AWI-CM-1-1-MR--2075--2074","ssp126",0.31,0,0,96,0,50,56,72.53,0.9,0.1,0.1,0,16.7092195055729,274
"ssp126--AWI-CM-1-1-MR--2075--2075","ssp126",0.21,0,0,73,0.7,53,59,82.13,0.3,0.1,0.3,0.05,19.2720416407111,275
"ssp126--AWI-CM-1-1-MR--2075--2076","ssp126",0.26,0.1,0,80,0.2,53,59,80.06,0.5,0,0.3,0.15,18.9060350305487,276
"ssp126--AWI-CM-1-1-MR--2075--2077","ssp126",0.21,0.12,0,92,0.3,60,66,86.14,0.2,0,0.3,0.3,20.6704799064712,277
"ssp126--AWI-CM-1-1-MR--2075--2078","ssp126",0.17,0.2,0,97,0.2,66,72,90.31,0,0,0.4,0,19.8740728114651,278
"ssp126--AWI-CM-1-1-MR--2075--2079","ssp126",0.19,0,0,90,0.5,49,55,78.22,0.1,0.1,0,0.35,20.0020935291503,279
"ssp126--AWI-CM-1-1-MR--2075--2080","ssp126",0.42,0.26,0,94,0.1,79,85,97.36,0,0.1,0.1,0.15,21.4074486971932,280
"ssp126--AWI-CM-1-1-MR--2075--2081","ssp126",0.23,0,0.2,89,0.2,71,77,93.66,0.8,0.2,0.2,0,18.1560240414003,281
"ssp126--AWI-CM-1-1-MR--2075--2082","ssp126",0.2,0,0,93,0.5,62,68,86.64,0.1,0,0.1,0,20.1289201211499,282
"ssp126--AWI-CM-1-1-MR--2075--2083","ssp126",0.38,0.14,0,87,0,54,68,81.31,0.1,0.2,0.1,0,18.0625902603514,283
"ssp126--AWI-CM-1-1-MR--2075--2084","ssp126",0.31,0.37,0,92,0,77,89,94.99,0,0,0.1,0,20.5777894310289,284
"ssp126--AWI-CM-1-1-MR--2075--2085","ssp126",0.52,0.4,0,95,0.1,76,82,95.16,0.2,0.2,0.1,0.2,21.070538726558,285
"ssp126--AWI-CM-1-1-MR--2075--2086","ssp126",0.31,0.33,0,84,0.5,80,86,100.04,0,0,0.1,0.05,22.4693066881234,286
"ssp126--AWI-CM-1-1-MR--2075--2087","ssp126",0.18,0.51,0,84,0.4,69,75,89.1,0,0,0,0,19.7921721453939,287
"ssp126--AWI-CM-1-1-MR--2075--2088","ssp126",0.11,0.1,0,84,0.1,59,79,85.87,0.1,0,0.1,0.15,21.1778173347258,288
"ssp126--AWI-CM-1-1-MR--2075--2089","ssp126",0.31,0,0,82,0,63,69,88.71,0,0,0.2,0,17.3225620881459,289
"ssp126--AWI-CM-1-1-MR--2075--2090","ssp126",0.19,0.57,0,107,0.2,69,77,88.56,0.1,0,0,0,20.5290687332426,290
"ssp126--AWI-CM-1-1-MR--2075--2091","ssp126",0.12,0.14,0,88,0.1,72,78,94.93,0.2,0,0.1,0,19.3926833838817,291
"ssp126--AWI-CM-1-1-MR--2075--2092","ssp126",0.23,0.24,0,103,0.2,60,66,83.89,0.1,0.1,0.3,0,19.8719047962675,292
"ssp126--AWI-CM-1-1-MR--2075--2093","ssp126",0.28,0.24,0,87,0.2,58,64,75.28,1,0.2,0.3,0.2,18.6479528268337,293
"ssp126--AWI-CM-1-1-MR--2075--2094","ssp126",0.28,0.48,0,96,0.1,60,66,88.66,0,0,0.4,0,21.0069757933823,294
"ssp126--AWI-CM-1-1-MR--2075--2095","ssp126",0.36,0.45,0,105,0.1,51,57,78.32,1,0,0.1,0.05,18.2357712696743,295
"ssp126--AWI-CM-1-1-MR--2075--2096","ssp126",0.13,0.11,0,86,0.2,45,62,62.45,0.1,0,0.2,0,18.2673143654195,296
"ssp126--AWI-CM-1-1-MR--2075--2097","ssp126",0.12,0.25,0,89,0,61,67,81.76,0.1,0.1,0.3,0,19.1634821915947,297
"ssp126--AWI-CM-1-1-MR--2075--2098","ssp126",0.36,0.24,0,90,0.1,57,63,85.3,0.3,0,0.2,0.15,19.6158366530158,298
"ssp126--AWI-CM-1-1-MR--2075--2099","ssp126",0.42,0.51,0,85,0.45,68,74,95.44,0.1,0,0.2,0.05,19.9419674173709,299
"ssp126--AWI-CM-1-1-MR--2075--2100","ssp126",0.24,0.22,0,80,0.3,57,63,82.78,0.4,0.1,0.3,0,20.0184247589462,300
"ssp126--CMCC-ESM2--2075--2001","ssp126",0.41,0.39,0,97,0.3,47,53,69.23,0.6,0.4,0.1,0.45,20.1930647181194,301
"ssp126--CMCC-ESM2--2075--2002","ssp126",0.33,0.22,0,93,0,48,54,75.33,0.4,0.4,0.1,0.2,20.7070197467482,302
"ssp126--CMCC-ESM2--2075--2003","ssp126",0.12,0.12,0.2,100,0.1,56,63,84.19,0.2,0.6,0.5,0.55,20.5559083417255,303
"ssp126--CMCC-ESM2--2075--2004","ssp126",0.46,0.35,0,111,0.1,59,65,79.78,0.5,0.3,0,0.25,20.657928611561,304
"ssp126--CMCC-ESM2--2075--2005","ssp126",0.12,0.2,0,105,0.2,53,59,77.54,0.2,0.6,0,0.6,20.3865910239686,305
"ssp126--CMCC-ESM2--2075--2006","ssp126",0.18,0.32,0,106,0.3,49,55,73.55,0.6,0.7,0.5,0.7,20.6948273370927,306
"ssp126--CMCC-ESM2--2075--2007","ssp126",0.18,0.2,0,100,0.2,48,66,76.92,0.3,0.3,0.3,0.15,21.1599832785862,307
"ssp126--CMCC-ESM2--2075--2008","ssp126",0.41,0.48,0,93,0.5,50,56,73.68,0.2,0.7,0.4,1,21.7428233619399,308
"ssp126--CMCC-ESM2--2075--2009","ssp126",0.19,0.48,0,103,0.5,53,62,84.04,0,0.7,0,0.65,22.0977687373654,309
"ssp126--CMCC-ESM2--2075--2010","ssp126",0.5,0.24,0,104,0.2,48,72,81.34,0.5,0.3,0.1,0.05,19.3778029954002,310
"ssp126--CMCC-ESM2--2075--2011","ssp126",0.26,0.35,0,94,0,55,61,74.67,0.2,0.6,0,0.5,20.9610691316756,311
"ssp126--CMCC-ESM2--2075--2012","ssp126",0.21,0.6,0,112,0.1,60,66,84.46,0.7,0.5,0.2,0.35,19.9049513616496,312
"ssp126--CMCC-ESM2--2075--2013","ssp126",0.46,0.44,0,93,0.3,61,67,73.71,0.8,0.3,0.1,0,19.0424843220136,313
"ssp126--CMCC-ESM2--2075--2014","ssp126",0.25,0.49,0,87,0.1,51,57,74.31,0.5,0.3,0.1,0.55,19.1640831723598,314
"ssp126--CMCC-ESM2--2075--2015","ssp126",0.43,0.57,0,92,0.9,55,61,74.81,0,0.4,0.3,0.35,20.0303401502603,315
"ssp126--CMCC-ESM2--2075--2016","ssp126",0.2,0.46,0,114,0.1,48,54,69.78,0.2,0.6,0.2,0.45,20.4683303330497,316
"ssp126--CMCC-ESM2--2075--2017","ssp126",0.13,0.51,0,96,0.2,53,71,75.58,0.5,0.6,0.1,0.55,21.4765149108392,317
"ssp126--CMCC-ESM2--2075--2018","ssp126",0.1,0.79,0,116,0,56,62,82.98,0,0.2,0.3,0.25,21.1859062822653,318
"ssp126--CMCC-ESM2--2075--2019","ssp126",0.17,0.2,0,102,0.3,54,60,79.46,0.5,0.3,0.1,0.2,20.6920442841954,319
"ssp126--CMCC-ESM2--2075--2020","ssp126",0.33,0.21,0,93,0.15,50,56,77.44,0.5,0.3,0.1,0.35,20.6433394929688,320
"ssp126--CMCC-ESM2--2075--2021","ssp126",0.18,0.35,0,102,0.2,61,67,74.08,0.1,0.3,0.3,0.9,22.1462578788616,321
"ssp126--CMCC-ESM2--2075--2022","ssp126",0.18,0.44,0,109,0.1,69,75,92.54,0.2,0.5,0.1,0.85,21.6175137810281,322
"ssp126--CMCC-ESM2--2075--2023","ssp126",0.42,0.48,0,107,0,45,51,69.78,0.4,0.6,0.3,0.45,20.5621036030391,323
"ssp126--CMCC-ESM2--2075--2024","ssp126",0.26,0.4,0,105,0,47,53,78.21,0,0.5,0.4,0.35,20.7902010478,324
"ssp126--CMCC-ESM2--2075--2025","ssp126",0.11,0.49,0,103,0,55,61,72.67,0.6,0.6,0.1,0.9,21.9416643864444,325
"ssp126--CMCC-ESM2--2075--2026","ssp126",0.34,0.44,0,119,0.3,54,60,82.65,0.2,0.4,0.1,0.4,22.2904597431009,326
"ssp126--CMCC-ESM2--2075--2027","ssp126",0.24,0.24,0,93,0.1,64,70,89.15,0.1,0.6,0.2,0.65,21.7165934732743,327
"ssp126--CMCC-ESM2--2075--2028","ssp126",0.51,0.54,0,108,0.2,53,59,76.44,0.3,0.6,0.2,0.5,21.1447737192591,328
"ssp126--CMCC-ESM2--2075--2029","ssp126",0.3,0.54,0.25,81,0.2,48,54,74.63,0.4,0.5,0.1,0.35,20.4738486936094,329
"ssp126--CMCC-ESM2--2075--2030","ssp126",0.15,0.22,0,103,0.2,46,52,74.08,0,0.5,0.3,0.9,20.7504590696732,330
"ssp126--CMCC-ESM2--2075--2031","ssp126",0.33,0.55,0,103,0,48,54,74.93,0.6,0.2,0.1,0.05,18.4929029372783,331
"ssp126--CMCC-ESM2--2075--2032","ssp126",0.39,0.35,0.2,100,0.1,59,65,82.53,0,0.2,0.1,0.05,21.204698734265,332
"ssp126--CMCC-ESM2--2075--2033","ssp126",0.26,0.58,0,107,0.1,65,71,81.67,0.3,0.6,0,0,19.6292781457054,333
"ssp126--CMCC-ESM2--2075--2034","ssp126",0.29,0.3,0,95,0.1,53,59,70.74,0.1,0.7,0,0.95,21.8755726479014,334
"ssp126--CMCC-ESM2--2075--2035","ssp126",0.25,0.28,0,108,0.4,53,59,76.51,0.8,0.3,0,0.4,19.7498942651633,335
"ssp126--CMCC-ESM2--2075--2036","ssp126",0.11,0.34,0,93,0.6,62,68,83.83,0.1,0,0.1,0.15,20.303569208667,336
"ssp126--CMCC-ESM2--2075--2037","ssp126",0.06,0.47,0,96,0.6,73,79,89.36,0.3,0.4,0.1,0.75,21.3580354750534,337
"ssp126--CMCC-ESM2--2075--2038","ssp126",0.47,0.27,0,104,0.4,44,50,71.83,0,0.2,0.2,0.35,19.6261212947643,338
"ssp126--CMCC-ESM2--2075--2039","ssp126",0.38,0.48,0,103,0,52,58,76.05,0.4,0.9,0.3,0.9,20.5709834820533,339
"ssp126--CMCC-ESM2--2075--2040","ssp126",0.18,0.32,0,96,0,48,54,75.74,0.9,0.9,0.1,0.5,19.7302611327532,340
"ssp126--CMCC-ESM2--2075--2041","ssp126",0.26,0.53,0,113,0.1,52,58,74.7,0.3,0.6,0,0.3,20.4990837673036,341
"ssp126--CMCC-ESM2--2075--2042","ssp126",0.25,0.38,0,109,0,56,62,80.87,0,0.4,0.3,0.15,20.8012048467757,342
"ssp126--CMCC-ESM2--2075--2043","ssp126",0.29,0.54,0,106,0.2,55,67,83.9,0.2,0.3,0.1,0.65,20.8030283810351,343
"ssp126--CMCC-ESM2--2075--2044","ssp126",0.36,0.42,0,109,0.3,66,72,87.04,0.2,0.2,0.1,0.3,21.1956625425709,344
"ssp126--CMCC-ESM2--2075--2045","ssp126",0.14,0.51,0,115,0.4,59,71,80.43,0,0.1,0.2,0.1,20.8752893997372,345
"ssp126--CMCC-ESM2--2075--2046","ssp126",0.37,0.74,0,109,0.8,57,63,79.18,0,0.1,0,0.4,22.006101846608,346
"ssp126--CMCC-ESM2--2075--2047","ssp126",0.3,0.28,0,100,0.4,62,68,89.88,0.5,0.3,0.2,0.45,20.5420392307617,347
"ssp126--CMCC-ESM2--2075--2048","ssp126",0.35,0.7,0,88,0.1,54,60,80.87,0.1,0.2,0.3,0.75,21.2904788129631,348
"ssp126--CMCC-ESM2--2075--2049","ssp126",0.06,0.35,0,95,0,61,67,87.46,0.1,0.3,0.1,0.45,22.5143425968475,349
"ssp126--CMCC-ESM2--2075--2050","ssp126",0.29,0.22,0,95,0.4,50,56,68.3,0.2,0.1,0.1,0.15,18.7248233692519,350
"ssp126--CMCC-ESM2--2075--2051","ssp126",0.31,0.33,0,105,0.1,50,56,71.72,0.1,0.6,0.1,0.4,20.6284889771748,351
"ssp126--CMCC-ESM2--2075--2052","ssp126",0,0.25,0,108,0,49,55,76.93,0,0.3,0.1,0.05,20.0444640876524,352
"ssp126--CMCC-ESM2--2075--2053","ssp126",0.15,0,0.3,113,0.1,57,63,82.21,0.1,0.5,0.2,0.35,20.64790665388,353
"ssp126--CMCC-ESM2--2075--2054","ssp126",0.16,0.25,0,100,0.3,55,61,80.58,0,0.1,0.3,0.7,21.2840317366971,354
"ssp126--CMCC-ESM2--2075--2055","ssp126",0.29,0.21,0.2,94,0.2,55,61,74.92,0,0.4,0.1,0.5,21.0606754184464,355
"ssp126--CMCC-ESM2--2075--2056","ssp126",0.26,0.12,0,112,0.2,74,80,92.66,0,0.5,0,0.05,21.5274654021276,356
"ssp126--CMCC-ESM2--2075--2057","ssp126",0.36,0.45,0,115,0.2,52,58,81.25,0.6,1,0.1,0.55,20.7110625000241,357
"ssp126--CMCC-ESM2--2075--2058","ssp126",0.2,0.14,0,94,0.3,66,72,88.64,0,0.9,0.1,0.25,21.2460550670208,358
"ssp126--CMCC-ESM2--2075--2059","ssp126",0.17,0.55,0,107,0.1,59,65,78.91,0,0.1,0.2,0.15,21.0943065085945,359
"ssp126--CMCC-ESM2--2075--2060","ssp126",0.38,0.29,0,102,0.1,64,70,80.72,0.2,0.4,0,0.4,21.2548704638724,360
"ssp126--CMCC-ESM2--2075--2061","ssp126",0.37,0.57,0,99,0.1,59,67,84.27,0.5,0.2,0.2,0.4,20.1412607924497,361
"ssp126--CMCC-ESM2--2075--2062","ssp126",0.31,0.32,0,82,0.4,46,52,75.91,0.5,0.4,0.1,0.2,19.7953606422624,362
"ssp126--CMCC-ESM2--2075--2063","ssp126",0.24,0.36,0,104,0.1,59,65,80.05,0,1,0.4,0.7,21.891393174843,363
"ssp126--CMCC-ESM2--2075--2064","ssp126",0.3,0.53,0,104,0.1,51,57,82,0.5,0.5,0.2,0.45,20.9897747782988,364
"ssp126--CMCC-ESM2--2075--2065","ssp126",0.26,0.34,0,88,0.2,51,57,82.34,0.1,0.4,0.2,0.15,20.5585758564352,365
"ssp126--CMCC-ESM2--2075--2066","ssp126",0.21,0.69,0,96,0.2,68,74,90.8,0.1,0.9,0.1,0.55,23.0295444751368,366
"ssp126--CMCC-ESM2--2075--2067","ssp126",0.25,0.34,0,102,0.2,62,68,82.83,0.1,0.2,0.3,0.1,20.8937650801493,367
"ssp126--CMCC-ESM2--2075--2068","ssp126",0.39,0.56,0,103,0.2,66,72,88.35,0.4,0.7,0.3,0.2,20.9820597580977,368
"ssp126--CMCC-ESM2--2075--2069","ssp126",0.19,0.45,0,100,0.1,68,74,88.53,0,0.3,0.2,1,22.3505316815823,369
"ssp126--CMCC-ESM2--2075--2070","ssp126",0.23,0.36,0,100,0.1,53,59,79.4,0.9,0.3,0.3,0.4,20.4456813529412,370
"ssp126--CMCC-ESM2--2075--2071","ssp126",0.17,0.46,0,100,0.3,52,58,76.76,0,0,0.2,0.25,19.6952290377716,371
"ssp126--CMCC-ESM2--2075--2072","ssp126",0.06,0.2,0,105,0.2,58,64,78.47,0.1,0.2,0.1,0.1,20.787892643502,372
"ssp126--CMCC-ESM2--2075--2073","ssp126",0.44,0.32,0,106,0.2,74,80,81.96,0,0.6,0.3,0.35,23.0659076888134,373
"ssp126--CMCC-ESM2--2075--2074","ssp126",0.32,0.36,0,106,0,46,52,68.32,1,0.3,0,0,18.0306252822501,374
"ssp126--CMCC-ESM2--2075--2075","ssp126",0.21,0.2,0,79,0.5,51,57,78.88,0.1,0.6,0.3,0.2,20.5206900689415,375
"ssp126--CMCC-ESM2--2075--2076","ssp126",0.26,0.35,0,89,0.3,54,60,80.28,0.5,0.4,0.3,0.45,20.2629385866046,376
"ssp126--CMCC-ESM2--2075--2077","ssp126",0.21,0.23,0,100,0.3,58,64,85.77,0.3,0.3,0.3,0.7,21.8762399703409,377
